"sentimen","score","text"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"aneh bin ajaib harga bbm nangisharga bbm tertawa gembira "
"Negatif",-1," maklum harga bbm pertamax naikkarena harga minyak dunia tinggijadi wajar pertamina naikkan harga pertamax "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," nggak habis nangis yapadahal harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Positif",0," konsumen bijak bbm sesuai peruntukan nya bijak sih gak kosong tuh pertalite harga pertamina menyesuaikan harga minyak dunia "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Negatif",-1," nunggu yg menangis harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",0," wakentum partai gelora fahri hamzaherick thohir debat capres menaikan harga bbm mencabut subsidi rakyatjangan pilih pemimpin yg mencabut subsidi rakyat memimpin bangsa membiayai pembangunan"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"faktanya harga bbm shell mahal harga pertamax kadrun sakit hati ya presiden joko widodo "
"Negatif",-3," nggak jg ombanyak menengah keatas memakai bbm pertalite ajakrn kenderaan dinas yg pakaisehingga lbh irit kantongapa lg skrg ni bbm pertamax nya sdh hargasehingga bbm pertalite nya kepung ramai yg berakibat fatal kelangkaan bbmnya"
"Negatif",-4," jaman now index korupsi rakyat panik harga terbeliahoox kaya peetamina rugi bbm rakyat menjerit"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-5," harga crude minyak mentah anjlok harga bbm ga turun masyarakat indonesia sabar pas harga crudenya harga bbm dinaikkan masyarakat sabar sabar yaayuk yukcalon komisaris pertamini"
"Positif",0,"kenaikan harga bbm tarif jalan tol berpengaruh penyesuaian tarif angkutan logistik "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"disuatu negeri akibat salah kelola kkn tumbuh subur bbm amp harga kbthn pokok ekonomi nyungsep mega proyek mangkrak rakyat trpecah belah marak penistaan agama hutang menggunung hukum tebang pilih phk meningkat tka merajalelawelcome to meubel legend "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1,"loh kaget kilang minyak dimanamana impor minyak harga bbm minyak yg bikin pendapatan negara jualan minyak jugaya bernegara mafia "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",1," gini harga bbm naikin bayaran karyawan direksi pertamina hebat ya nanggung kenaikan gaji penghasilan ancuran alhamdulillah"
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",0,"jelang mudik lebaran ketersediaan pertalite harga pertamax resmi pengguna pertamax beralih pertalite "
"Positif",0,"kenaikan harga bbm tarif jalan tol berpengaruh penyesuaian tarif angkutan logistik "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0," kalimantan harga bbm udah daerah hulunya harganya"
"Positif",0,"tarif tol harga bbm biaya logistik naikklik baca "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Negatif",-2,"berita danhingga pdip tapipdip ancam turunkan ribu orang kepung istana harga bbm "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Positif",0,"harga bbm harga minyak pelaminan "
"Positif",1,"tarif tol harga bbm biaya logistik "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0," yg ppn yg konsekuensinya harga barang naikhari april bbm pertamax rp max rp april mop guys fakta sekedar prankambyar "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," sdh tugasnya memiskinkan rakyat membangkrutkan pertamina biar gampang dibeli penjajah harga bbm gaji karyawanpun "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Negatif",-5," kalo harga minyak dunia turun cari beribu alasan harga bbm turun alasan minyak dunia cari alasan harga bbm naikga mendingnya rezim "
"Positif",0,"kalo harga bbm naikya pake angkutan umumlahgitu aja report"
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",0,"harga minyak dunia harga bbm spbu ikutan naikketika harga minyak dunia turun harga bbm spbu gak ikutan turunpadahal pejabatnya harga bbm ngikuti harga pasar dunia pejabat demen bener dzalim rakyatinget hisab woi"
"Positif",1,"bbm harga minyak kelapa harga pulsa telkomsel harga gerejaaaakkkkk "
"Negatif",-4,"oh paham naikin harga bbm biar orang yg mudiknya kendaraan pribadi males iya khaaaan bapa jkwuntung ga mudikan"
"Positif",1," hny modal tulisan karangan karya tulis jg tp bukti bbm otomatis ikuti harga sembako lainya itulh kebalikan infrastruktur jln tol tiada rakyat mn menikmati"
"Positif",2," setuju bbm harga yg hidup pulau jawa sumatera kalimantan sulawesi ntb jg merasakan yg papua rasakan puluhan papua bbm aja jenis barang kebutuhan mahal diam amp melaluinya dgn santai"
"Negatif",-1," harga migor yg mahal migor yg langka negeri kelapa sawit tp daya beli masyarakat yg melorot akibat dampak covid pengangguran bertambah bbm "
"Positif",0,"harga bbm dibendung utk tdk krn crude oil harganya naikkita importor crude oilkurs rupiah jeblok hutang ln numpuk"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",3," jng rakyat turun jlan krn kebutuhan rakyat sulitblm kebutuhn pokok harga naikbbm pertamax naikmnyak goreng tdk stabil yg mencederai keadilan sosial bg rakyat indonesia"
"Positif",1," lihat kemaren minyak dunia turun pertamina tdk menurunkan harga bbm nyasekarang minyak cepar banget menaikannya"
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",1," gini harga bbm naikin bayaran karyawan direksi pertamina hebat ya nanggung kenaikan gaji penghasilan ancuran alhamdulillah"
"Positif",0,"ahok harga bbm naikprestasi biasaperlu diapresiasi "
"Negatif",-1,"instagram puan maharani dibanjiri tangisan harga bbm warganet "
"Positif",0," kalah mafia pakdhe dikendalikan negara harga bbm gas dll dlm yg bersamaan ayo evaluasi kinerja menteri lord luhut yg sdh spt pm "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",0," gak kesejahteraan rakyat harga sembako bbm minyak goreng dst "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0,"harga bbm shell mahal harga pertamax "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",1,"sejujurnya gmn gitu liat org protes bbm harga je salatiga kalo liat anak mudanya kebanyakan maju dr gaya berpakaian barang yg dikenakan wktu antre slh gerai makanan dr an org mgkin nya"
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"kebijakan pemerintah yg mengatasi kesulitan rakyatsembako pindah harga bbm pemiskinan rakyat masifkekayaan pejabat bertambah drastis horden kantor utamakankasus migor senyap korupsi prestasi bangsat"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," jaman sby nangis harga bbm si densi dimana yak "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-3," eh media kau media yg bgino beritakan noh yg berfaedah dampak harga bbm minyak goreng hutang negara sdh beribu triliun dampak masyarakat ttg ikn pengangguran dimana"
"Negatif",-1," pembukaan pameran otomotif jakarta international motor show iims hybrid jiexpo kemayoran jakarta kamis mobil listrik keharusan kondisi geopolitik ukraina harga bbm "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1," kali harga bbm gua ikutan pushing"
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Positif",0," emng motor produksi skrng yg make bbm jenis premium yg namanya pertamax hrg jualnya ngikutin harga pasar minyak dunia dul yg k ahok bkn dirut pertamina cmn komisaris yg g hubungannya dng turunnya harga bbm"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0," dpr main setuju audit pertamina peningkatan effisiensi sibuk sponsor kirikanan kenaikan diikat dgn target effisiensi ahok ngomong gede doang kopas dpr setuju pertamina sesuaikan harga bbm nonsubsidi "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," menyimak"
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-1,"ppn jd bbm gas dinaikan serempak april efek dominonya barang kebutuhan pokok drastis kecuali beras harga lamasy mengerti pemerintah menunda tdk berdaya kewenangan "
"Negatif",-2,"menunggu berita itumenangis harga bbm kebutuhan pokok rakyat naikseperti harga bbm menangis terpukul berpihak rakyat preetttttt "
"Negatif",-1,"gaji direksi amp pegawai pertamina harga bbm penderitaan rakyat "
"Positif",1," yg kya gitu gk bikin harga migor bbm santai aj"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2," gak bang harga minyak gak trus dana subsidi bbm nya ngambil dr anggaran "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Negatif",-2,"muslimahnews malang nasib rakyat cadangan minyak bbm mahal dampak sistem buatan manusia sda melimpah dinikmati segelintir orang rakyat pemilik sda dibiarkan merana"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",0," skrg pdip berkuasa nya harga bbm udh berxx demo hadapkan dg militer modus trnyta mrk"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",1,"harga bbm shell super rp liter "
"Positif",1,"harga bbm shell melebihi harga pertamax "
"Positif",1,"kemarin pas harga minyak goreng partai bikin demo masak menggoreng pas harga bbm bikin demo mobil bensin ketuanya nyetir kadernya rame ngedorong"
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"fakta bobroknya harga bbm pertamax gaji direksi pegawai pertamina "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-2,"suara bu megawati merdu menyanyikan penggalan lagu galang rambu anarki tolong nyanyi bu harga bbm "
"Positif",0,"harga bbm komika kemal palevi kali bu mega mba puan nangis gak"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," jaga performa mesin bbm pertamax keunggulannya dibanding pertalite disimak guyss"
"Negatif",-2," mbak puan cantik jelitah harga bbm gak demo ayo rindu tangisanmu air matamu sungguh membasahi jiwa yg kekeringanplease mbak puan cilik udah gk menjerit kering kerongkongan "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," top jaga performa mesin bbm pertamax keunggulannya loh dibanding pertalite kuy simak"
"Negatif",-4," halah omong kosong yg ngaji disana menyebabkan korupsi periode hutang triliun migor langka bbm ppn harga sembako mahal"
"Negatif",-3,"nyokap nonton berita kenaikan harga bbm ngomong minyak goreng bbm mahasiswa gaada yg turun jalan yaa"
"Positif",0," pengemudi ojek online mengeluhkan harga bbm menyebut pertalite sulit pertamax harganya otomatis memangkas pendapatan "
"Positif",1," kalo bbm gak yg tanggung selisih harga subsidi terusterusan rumah tangga penghasilan rp juta alokasi anggaran terbesar makan amp minum gak mikir beli mobil renovasi rumah pendidikan anak asuransi kesehatan dsb"
"Positif",0," bahagianya cebong bbm ppn kebutuhan pokok harga bahagia akibat ketololan hakiki"
"Negatif",-2," ya nalar elo gak konek pas harga minyak dunia anjlok harga pertamax turun "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Positif",0," inget oneng menghayati peran menangisi harga bbm yg "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-1,"sambut ramadan instagram puan maharani dibanjiri tangisan harga bbm warganet"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Negatif",-3,"kenaikan bbm ppn kado pahit rakyat kado pahit ppn pertamax minyak goreng hilang pemerintah menemukan solusi akar kenaikan komoditas "
"Negatif",-1," disaat harga bbm harga komoditas yg kader pdip nggak yg berakting mewek kaya ya"
"Negatif",-6," harga bbm menyesuaikan isi kantong direksi pegawaibukan menyesuaikan isi kantong rakyat "
"Negatif",-2,"harga minyak goreng harga bbm harga listrik harga sembako turun daya beli masyarakat daya beli masyarakat turun akibat politik upah murah yg diterapkan pemerintahdisaat harga yg turun tau "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0,"utang ppn tarif tol bbm gas lpg kabarnya harga sembako dll teriak periodegak tau malu ngacalah "
"Positif",1,"makan nasi rakyat indonesia fungsinya kenyang jg memenuhi sugesti makanmakanya makan apapun makan nasi makanyg harga bbm gas sembakokok solusinya makan pisang duh ruwet yai "
"Positif",0," harga bbm ron malaysia rm x rp liter catatan bbm pertamax harganya kemarin ron harga lpg kg malaysia rm x rp "
"Positif",1," dimana pdipbisa nggak ngurusi bbmsemuanya diam ajakalau org yg bikin harga bbm teriak nangismodus bangeeet"
"Positif",0,"harga bbm harga minyak pelaminan "
"Negatif",-1,"harga bbm pertamax gaji staf direksi jajaran pertamina yg kendaraan isi bbm irit irit"
"Positif",2,"harga bbm pertamax gaji direksi pegawai pertamina april selamat menikmati kesenangan diatas penderitaan rakyatmiris "
"Positif",0," jugaseberapa harga bbmpemerintah terkait berusaha harga terbaik dibanding bbm jenis lainterkadang pilihan sulit dipilih menimbulkan kesulitan membahayakan"
